HVMID,cn_name,pinyin_name,en_name,latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,HERB_id,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id
HVM2595,木麻黄,MU MA HUANG,Horsetail Beefwood,Casuarina equisetifolia,,,tender branchlet-leaf or bark,"To diffuse lung and suppress cough, move qi and relieve pain, warm center and check diarrhea, disinhibit damp.","Common cold with fever, cough, mounting qi , abdominal pain, diarrhea, dysentery, inhibited urination, beriberi.",,,,,HERB004054,,3235.0,,
HVM2596,木棉花,MU MIAN HUA,Flower of Common Bombax,Flos Gossampini,Cool; Sweet,Spleen; Large Intestine; Liver,flower,,"Diarrhea, dysentery, hemoptysis, blood ejection, flooding, incised wound and bleeding, sore toxin, eczema.",,,"External Medicinal (Draw Out Toxin, Resolve Putridity)",拔毒化腐生肌药,HERB004055,SMHB00290,7751.0,290.0,521.0
HVM2597,木薯地上部分,MU SHU DI SHANG BU FEN,Cassave Aerial Parts,Manihot esculenta,,,leaf or root,To resolve toxin and disperse swelling.,"Toxin swelling of sores, scab and lichen.",,,,,HERB004056,,5021.0,,
HVM2598,木藤蓼,MU TENG LIAO,root of Silvervine Fleeceflower,Radix Polygoni Aubertii,,,Polygonum aubertii henry,,,,,,,HERB004057,,2634.0,,522.0
HVM2599,木天蓼,MU TIAN LIAO,Silvervine Actinidia,Actinidia polygama,,,branchlet-leaf,"To dispel wind-damp, warm channels and relieve pain, disperse concretion and conglomeration.","Wind stroke with hemiplegia, wind-cold-damp impediment, lumbago, mounting qi , concretion conglomeration accumulation and gathering, qi dysentery.",,,,,HERB004059,,4502.0,,
HVM2600,木通,MU TONG,"Akebia, Clematis stem",Caulis Aristolochiae seu Clematis,Cold; Bitter,Bladder; Small Intestine; Heart,stem,1. To promote water metabolism and relieve abnormal urination; 2. To clear heat and promote lactation,"Acute urethritis, short voidings of reddish urine, strangury-turbidity, edema, nephritis with edema, galactostasis, heat vexation in chest, throat pain, mouth sore, tongue sores, wind-damp impediment pain, galactostasis, amenorrhea, dysmenorrhea.",,Containing potassium salts and exerting diuretic effect.,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB004060,SMHB00291,2276.0,291.0,523.0
HVM2601,木通根,MU TONG GEN,"Fiveleaf Akebia Root Equivalent plant: Akebia trifoliata var australis, Akebia trifoliata",Akebia quinata,,,root,"To dispel wind and eliminate damp, move qi and quicken blood, disinhibit urine, resolve toxin.","Wind-damp impediment pain, knocks and falls, amenorrhea, mounting qi , painful swollen testes, distention oppression in stomach duct, inhibited urination, vaginal discharge, snake or insect bites.",,,,,HERB004061,,7274.0,,
HVM2602,木茼蒿,MU TONG HAO,Marguerite,Chrysanthemum frutescens,,,,,,,,,,HERB004062,,2541.0,,
HVM2603,墓头回,MU TOU HUI,Et Radix Patriniae Rhizoma,,,,,,,,,Antipyretic Detoxicate Drugs,清热解毒药,HERB004063,SMHB00294,,294.0,
HVM2604,木香,MU XIANG,Common Aucklandia Root,Radix Aucklandiae,Warm; Pungent; Bitter,Spleen; Large Intestine; Stomach; Gallbladder; Three End,root,"To relieve pain by promoting the flow of qi, and to improve digestion by reinforcing the spleen function. ","Distending pain in chest and stomach duct, diarrhea and tenesmus, non-digestion of food accumu lation, no thought of food and drink.",,1. Dihydrocostus lactone isolated from its volatile oil relaxes the spasm of smooth muscles of bronchus and small intestine.2. Its extract can lower blood pressure.,Qi Regulating Drugs,理气药,HERB004064,SMHB00292,5151.0,292.0,524.0
HVM2605,苜蓿,MU XU,Alfalfa,Medicago sativa,,,whole herb,"To clear heat and cool blood, disinhibit damp and abate jaundice.","Febrile diseases with vexation and fullness, jaundice, enteritis, dysentery, edema, urethral stone, hematochezia from hemorrhoids.",,,,,HERB004065,,5759.0,,
HVM2606,苜蓿根,MU XU GEN,Alfalfa Root,Medicago sativa,,,root,"To clear heat and disinhibit damp, free strangury and expel stone.","Febrile diseases with vexation and fullness, jaundice, urethral stone.",,,,,HERB004066,,8161.0,,
HVM2607,木叶龙胆,MU YE LONG DAN,Pasture Gentian,Gentiana makinoi,,,,,,,,,,HERB004067,,5131.0,,
HVM2608,木贼,MU ZEI,Common Scouring Rush Herb,Herba Equiseti Hiemalis,Mild; Sweet; Bitter,Lung; Liver,aerial parts,To dispel wind-heat and to remove nebula.,"Wind-heat red eye, tearing in wind, eye screen.",,1. Interperitoneal or duodenal administration of its alcoholic extract exerts a sustained hypotensive effect on anesthetized cats.2. Sedative.3. Elevating the plasma level of cAMP and cGMP in mice.,Pungent Cool Diaphoretics,辛凉解表药,HERB004068,SMHB00293,6886.0,293.0,525.0
HVM2609,木贼麻黄,MU ZEI MA HUANG,Mongolian Ephedra,Ephedra equisetina,,,herbaceous twigs,See Ephedra sinica.,See Ephedra sinica.,,,,,HERB004069,,4178.0,,
HVM2610,拿腾,NA TENG,Japanese Stauntonvine,Stauntonia hexaphylla,,,stem-leaf,"To dispel wind and dissipate stasis, relieve pain, disinhibit urine and disperse edema.","Wind-damp impediment pain, painful wound from knocks and falls, neuralgia, inhibited urination, edema.",,,,,HERB004074,,6507.0,,
HVM2611,南川冠唇花,NAN CHUAN GUAN CHUN HUA,Prain Microtoena,Microtoena prainiana,,,,,,,,,,HERB004077,,1529.0,,
HVM2612,南川升麻,NAN CHUAN SHENG MA,Nanchuan Bugbane,Cimicifuga nanchuanensis,,,rhizome,"To clear heat and resolve toxin, course wind and outthrust papules, upbear yang and raise fall.","Non-eruption of macula, swelling pain in throat, taxation damage, center qi fall, diarrhea, knocks and falls.",,,,,HERB004079,,5788.0,,
HVM2613,南丹参,NAN DAN SHEN,Bowley Sage,Salvia bowleyana,,,root,"To quicken blood and transform stasis, regulate menstruation and relieve pain.","Chest impediment and angina, vexation, heart palpitation, pain in stomach duct and abdomen, menstrual disorder [=menoxenia], menstrual pain, menstrual block, postpartum stasis stagnation abdominal pain, flooding and spotting, liver spleen enlargement, arthralgia, mounting qi (hernia), swelling of sores.",,,,,HERB004081,,5163.0,,
HVM2614,南方琉璃草,NAN FANG LIU LI CAO,South Houndstongue,Cynoglossum australe,,,,,,,,,,HERB004083,,4034.0,,
HVM2615,南方欧石楠,NAN FANG OU SHI NAN,Spanish Heath,Erica australis,,,,,,,,,,HERB004085,,5056.0,,
HVM2616,南方菟丝子,NAN FANG TU SI ZI,South Dodder Seed,Cuscuta australis,,,ripe seed,See Cuscuta chinensis .,See Cuscuta chinensis .,,,,,HERB004086,,3283.0,,
HVM2617,南非钩麻,NAN FEI GOU MA,Devil’s Clow,Harpagophytum procumbens,,,whole herb,"To relieve pain, eliminate inflammation, resolve heat.","Bronchial asthma, ileitis, ulcerative colitis, rheumatis, abnormal increase of lipoxygenase.",,,,,HERB004088,,2389.0,,
HVM2618,南瓜,NAN GUA,Cushaw,Cucurbita moschata,,,fruit,To resolve toxin and disperse swelling.,"Pulmonary welling abscess, asthma, swollen welling abscess, scalds, poisonous bee stings.",,,,,HERB004091,,5029.0,,
HVM2619,南瓜子,NAN GUA ZI,Pumpkin seed and husks,Semen Cucurbitae moschatae,Sweet; neutral,Stomach; large intestine,seed,To kill parasites,"Taeniasis, ascariasis, bilharziosis, ancylostomiasis, oxyuria disease, postpartum scant milk, postpartum edema, pertussis, hemorrhoids.",,"1. Synergetic with Arecae for tapeworm infection. 2. Cucurbitine, one of its components, is schistosomicidal.",Antiparasitic Drugs,驱虫药,HERB004092,SMHB00295,2697.0,295.0,1013.0
HVM2620,南鹤虱,NAN HE SHI,Fructus Carotae,,,,fruit,,"Ascariasis, oxyuria disease, taeniasis, ancylostomiasis, abdominal pain due to worm accumulation, child gan accumulation, pudendal itch.",,,Antiparasitic Drugs,驱虫药,HERB004093,SMHB00296,7164.0,296.0,1014.0
HVM2621,南美防己,NAN MEI FANG JI,,Chondrodendron tomentosum,,,,,,,,,,HERB004096,,4556.0,,
HVM2622,南欧丹参,NAN OU DAN SHEN,Clary,Salvia sclarea,,,,,,,,,,HERB004100,,2269.0,,
HVM2623,南沙参,NAN SHA SHEN,Fourleaf Ladybell Root,Radix Adenophorae,,,,"To nourish yin and remove heat from the lung, to relieve phlegm, and to reinforce qi.","Treament of heat in the lung with dry cough, cough with scanty sticky sputum in phthisis with deficiency of yin , deficiency of both qi and yin with feverishness and thirst.",,,Yin-Tonifying Medicinal,补阴药,HERB004102,SMHB00297,3279.0,297.0,1015.0
HVM2624,南蛇藤,NAN SHE TENG,Oriental Bittersweet,Celastrus orbiculatus [Syn. Celastrus articulatus ],,,stem vine,"To dispel wind and eliminate damp, free menstruation and relieve pain, quicken blood and resolve toxin.","Painful joints due to rheumatalgia, numbness in limbs, paralysis, headache, toothache, mounting qi [=hernia], dysmenorrhea, menstrual block, infant fright wind, sprain from knocks and falls, dysentery, sand, zoster.",,,,,HERB004105,,1201.0,,
HVM2625,南蛇藤根,NAN SHE TENG GEN,Oriental Bittersweet Root,Celastrus orbiculatus [Syn. Celastrus articulatus ],,,root,"To dispel wind and overcome damp, move qi and dissipate blood, resolve toxin and disperse swelling.","Wind-damp impediment pain, painful swelling from knocks and falls, amenorrhea, headache, lumbago, mounting qi , dysentery, intestinal wind bleeding, swelling toxin of welling abscess and flat abscess, burns and scalds, poisonous snake bite.",,,,,HERB004106,,3440.0,,
HVM2626,南蛇藤果,NAN SHE TENG GUO,Celastri Orbiculati Fructus,,,,,,"Palpitation and insomnia, amnesia and heavy dreams, toothache, pain in sinews and bones, numbness in lumbus and leg, painful wound from knocks and falls.",,,Tranguilizing Medicinal,安神药,HERB004107,SMHB00298,6766.0,298.0,
HVM2627,南蛇藤叶子,NAN SHE TENG YE,Oriental Bittersweet Leaf,Celastrus orbiculatus [Syn. Celastrus articulatus ],,,leaf,"To dispel wind and eliminate damp, resolve toxin and disperse swelling, quicken blood and relieve pain.","Wind-damp impediment pain, swelling of sores and boils, zoster,eczema, knocks and falls, snake or insect bites.",,,,,HERB004108,,1961.0,,
HVM2628,南酸枣,NAN SUAN ZAO,Axillary Southem Wildjujube,Choerospondias axillaris,,,Fresh fruit or seed,"To move qi and quicken blood, nourish heart and quiet spirit, disperse accumulation, resolve toxin.","Qi stagnation and blood stasis, chest pain, palmus and breathe hard, neurasthenia, insomnia, bronchitis, food stagnation and abdominal fullness, diarrhea, mounting qi (hernia), burns and scalds.",,,,,HERB004111,,5780.0,,
HVM2629,南天竹根,NAN TIAN ZHU GEN,Common Nandina Root,Nandina domestica,,,root,"To clear heat, relieve cough, eliminate damp, resolve toxin.","Lung heat cough, damp-heat jaundice, diarrhea, wind-damp impediment pain, sore, scrofula.",,,,,HERB004112,,940.0,,
HVM2630,南天竹梗,NAN TIAN ZHU GENG,Common Nandina Stem,Nandina domestica,,,branchlet,"To clear damp heat, downbear counterflow qi.","Damp-heat jaundice, diarrhea, heat strangury, red eyes with gall, cough and asthma, ge syndrome.",,,,,HERB004113,,7611.0,,
HVM2631,南天竹叶,NAN TIAN ZHU YE,Common Nandina Leaf,Nandina domestica,,,leaf,"To clear heat and disinhibit damp, drain fire, resolve toxin.","Lung heat cough, pertussis, heat strangury, hematuria, red eyes with gall, sore and welling abscess, scrofula.",,,,,HERB004114,,6578.0,,
HVM2632,南天竹子,NAN TIAN ZHU ZI,Common Nandina Fruit,Nandina domestica,,,ripe fruit,"To constrain lung and relieve cough, calm asthma.","Enduring cough, asthma, pertussis.",,,,,HERB004115,,2637.0,,
HVM2633,南投秋海棠,NAN TOU QIU HAI TANG,Nantou Begonia,Begonia nantoensis,,,,,,,,,,HERB004117,,6810.0,,
HVM2634,南五味子,NAN WU WEI ZI,Schisandrae Sphentherae Fructus,,,,,,,,,Astringent Medicinal,收涩药,HERB004118,SMHB00299,,299.0,
HVM2635,南亚含笑,NAN YA HAN XIAO,South Asia Michelia,Michelia doltsopa,,,,,,,,,,HERB004120,,7442.0,,
HVM2636,硇砂,NAO SHA,Sal ammoniaci,Sal ammoniaci,Warm; Pungent; Bitter; Salty,Spleen; Stomach; Liver,,"For eliminating toxic materials, dissolving rottenness and growing new muscles",,Extremely Toxic,,"For eliminating toxic materials, dissolving rottenness and growing new muscles",拔毒化腐生肌,HERB004127,,7257.0,,526.0
HVM2637,脑石,NAO SHI,,,Mild; Sweet,Kidney,,,,,,,,HERB004128,,8175.0,,527.0
HVM2638,闹羊花,NAO YANG HUA,Yellow Azalea Flower,Flos Rhododendri Mollis,,,flower,"To relieve rheumatic conditions, and to eliminate blood stasis and alleviate pain.","Tachycardia, palpitation, hypertension, wind-damp impediment pain, knocks and falls, intractable lichen.",,,Wind-Dampnessdispelling And Colddispersing Medicinal,祛风湿散寒药,HERB004129,SMHB00300,5827.0,300.0,1016.0
HVM2639,闹羊花子,NAO YANG HUA ZI,Chinese Azalea Fruit,Rhododendron molle,,,fruit,"To dispel wind and dry damp, dissipate stasis and relieve pain, settle asthma, arrest diarrhea.","Wind-cold-damp impediment, joint running swelling pain, knocks and falls, asthma and cough, diarrhea and dysentery, swelling toxin of welling abscess and flat abscess.",,,,,HERB004130,,4044.0,,
HVM2640,内风消,NEI FENG XIAO,Black Magnoliavine,Schisandra nigra,,,,,,,,,,HERB004131,,7309.0,,
HVM2641,内南五味子,NEI NAN WU WEI ZI,Fengqing Kadsura,Kadsura interior,,,lianoid stem,"To engender blood and harmonize blood, regulate menstruation and promote pregnancy. wind-damp impediment pain, vacuity detriment sterility, emission, white turbidity, menstrual disorder, red and white vaginal discharge.",,,,,,HERB004134,,3331.0,,
HVM2642,内折香茶菜,NEI ZHE XIANG CHA CAI,Inflexed Rabdosia,Isodon inflexa [Syn. Rabdosia inflexa ],,,,,,,,,,HERB004135,,5854.0,,
HVM2643,嫩叶九里香,NEN YE JIU LI XIANG,Juvenileleaf Common Jasminorange,Murraya microphylla,,,,,,,,,,HERB004136,,2866.0,,
HVM2644,尼泊尔独活,NI BO ER DU HUO,Nepal Cowparsnip,Heracleum nepalense,,,,,,,,,,HERB004140,,6548.0,,
HVM2645,尼泊尔老鹳草,NI BO ER LAO GUAN CAO,Nepal Cranesbill,Geranium nepalense,,,aerial parts,See Geranium wilfordii.,See Geranium wilfordii.,,,,,HERB004141,,6864.0,,
HVM2646,尼泊尔五头蛇,NI BO ER WU TOU,Nepal Monkshood,Aconitum ferox,,,,,,,,,,HERB004145,,3141.0,,
HVM2647,尼泊尔羊蹄,NI BO ER YANG TI,Nepal Dock,Rumex nepalensis,,,root,See Rumex japonicus.,See Rumex japonicus.,,,,,HERB004146,,4286.0,,
HVM2648,尼泊金乙酯,NI BO JIN YI ZHI,,Ethylnipagin,,,,,,,,,,HERB004147,,7952.0,,528.0
HVM2649,拟金盏菊,NI JIN ZHAN JU,Cape Dandelion,Venidium decurrens,,,,,,,,,,HERB004153,,2735.0,,
HVM2650,尼罗河柽柳,NI LUO HE CHENG LIU,Nilotic Tamarisk,Tamarix nilotica,,,,,,,,,,HERB004154,,6980.0,,
HVM2651,尼罗河金银莲,NI LUO HE JIN YIN LIAN,Nile Starbush,Turraea nilotica,,,,,,,,,,HERB004155,,3626.0,,
HVM2652,泥炭藓,NI TAN XIAN,Sphagnum girgensohnii Russ.,,,,,,,,,,,HERB004157,,7147.0,,
HVM2653,泥沼木姜子,NI ZHAO MU JIANG ZI,Sloughy Litse,Litsea turfosa,,,,,,,,,,HERB004159,,1035.0,,
HVM2654,年报春,NIAN BAO CHUN,Viscid Primrose,Primula viscosa,,,,,,,,,,HERB004160,,2782.0,,
HVM2655,粘委陵菜,NIAN WEI LING CAI,ViscoseCinquefoil,Potentilla viscosa,,,whole herb,"To clear heat and resolve toxin, promote contraction and stem desertion.","Enteritis, dysentery, pneumonia, prolapse of uterus.",,,,,HERB004163,,6893.0,,
HVM2656,粘性果实酸姜,NIAN XING GUO SHI SUAN JIANG,,Physalis ixocarpa,,,,,,,,,,HERB004164,,2953.0,,
HVM2657,鲶鱼须,NIAN YU XU,Siebold Greenbrier Equivalent plant: Smilax stans,Smilax sieboldii,,,rhizome and root,"To dispel wind and disinhibit damp, quicken blood and free network vessels, resolve toxin and dissipate binds.","Wind-damp impediment pain, sore and boil, toxin swelling, scrofula.",,,,,HERB004168,,3976.0,,
HVM2658,宁扁萼苔烯,NING BIAN E TAI,,Radula perrottetii,,,,,,,,,,HERB004173,,6502.0,,
HVM2659,柠檬,NING MENG,Lemon Equivalent plant: Citrus limonia,Citrus limon,,,fruit,"To engender liquid and allay thirst, dispel summerheat, quiet fetus.","Stomach heat fluid damage, summerheat stroke with vexation and thirst, inappetence, glomus distention in stomach duct and abdomen, lung heat dry cough, vomiting in pregnancy.",,,,,HERB004176,,2298.0,,
HVM2660,柠檬桉叶,NING MENG AN YE,Lemon Eucalyptus Leaf,Eucalyptus citriodora,,,leaf,"To dissipate wind and eliminate damp, fortify stomach and relieve pain, resolve toxin and relieve itch.","Wind-cold common cold, wind-damp bone pain, qi stagnation stomachache, food accumulation, sand distention and vomiting diarrhea, dysentery, asthma, malaria, sore and boil, wind papules, eczema, intractable lichen, burns and scalds.",,,,,HERB004177,,6240.0,,
HVM2661,柠檬根,NING MENG GEN,Lemon Root Equivalent plant: Citrus limonia,Citrus limon,,,root,To dispel stasis and relieve pain.,"Knocks and falls, rabid dog bite.",,,,,HERB004178,,3560.0,,
HVM2662,柠檬皮,NING MENG PI,Lemon Pericarp Equivalent plant: Citrus limonia,Citrus limon,,,pericarp,"To soothe stagnation and move qi, fortify stomach and relieve pain.","Blood stasis and abdominal pain, menstrual disorder, no thought of food and drink.",,,,,HERB004179,,2476.0,,
HVM2663,柠檬酸,NING MENG SUAN,Citric acid,Acidum Citricum,,,,,,,,,,HERB004180,,5175.0,,529.0
HVM2664,柠檬叶,NING MENG YE,Lemon Leaf Equivalent plant: Citrus limonia,Citrus limon,,,leaf,"To relieve cough and transform phlegm, rectify qi and harmonize stomach, check diarrhea.","Cough and asthma, abdominal distention, 12847, 15655, 15882. diarrhea.",,,,,HERB004181,,4962.0,,
HVM2665,宁夏贝母,NING XIA BEI MU,Ningxia Fritillary,Fritillaria taipaiensis var. ningxiaensis,,,,,,,,,,HERB004182,,1591.0,,
HVM2666,宁夏枸杞根皮,NING XIA GOU QI GEN PI,Barbary Wolfberry Root-bark,Lycium barbarum,,,root cortex,See Lycium chinense.,See Lycium chinense.,,,,,HERB004183,,1037.0,,
HVM2667,宁夏枸杞子,NING XIA GOU QI ZI,Barbary Wolfberry Fruit,Lycium barbarum,,,fruit,See Lycium chinense.,See Lycium chinense.,,,,,HERB004184,,6124.0,,
HVM2668,牛蒡根,NIU BANG GEN,Great Burdock Root,Arctium lappa,,,root,"To dispel wind-heat, disperse swelling toxin.","Wind-heat common cold, headache, cough, wind toxin swollen face, swelling pain in th roat, gingiva painful swelling, wind-damp impediment pain, concretion and conglomeration, welling abscess and boil, hemorrhoids, prolapse of rectum.",,,,,HERB004187,,2792.0,,
HVM2669,牛蒡茎叶,NIU BANG JING YE,Great Burdock,,,,,,,,,,,HERB004188,,1271.0,,
HVM2670,牛蒡叶,NIU BANG YE,Great Burdock Leaf,Arctium lappa,,,,,,,,,,HERB004189,,7681.0,,
HVM2671,牛蒡子,NIU BANG ZI,achene of Great Burdock,Fructus Arctii lappae,Cold; Pungent; Bitter,Lung; Stomach,fruit,"To dispel wind-heat and relieve cough, to promote eruption, to counteract toxicity, and to soothe sore throat.","Wind-heat common cold, cough with profuse phlegm, measles papules, wind papules, swelling pain in throat, epidemic parotitis, erysipelas, swollen welling abscess and sore toxin.",,"1. Its extract exerts a significant and prolonged effect of lowering blood sugar in rats.2. Mildly diuretic and laxative.3. An active component, arctiin, can induce tonic convulsion, feeble respiration and eventually paralysis in frogs, mice and rabbits.",Pungent Cool Diaphoretics,辛凉解表药,HERB004191,SMHB00301,3673.0,301.0,530.0
