HVPID,name,Prescription Composition,Instructions,Treatment Symptoms,Source Document
HVP2288,葱白滴鼻液,葱白。,,"外邪而致的鼻内肌膜红肿，鼻塞流涕。[The internal nasal sarcolemma is red and swollen, and the nose is blocked and runny.(Machine translation.)]",《中医耳鼻喉科学》。功效:辛散风邪通窍。
HVP2289,连翘汤,连翘2两，柴胡半两，当归半两，生地黄半两，赤芍药半两，黄芩1两，大黄3钱。,,"主脉浮，客脉洪，浮洪相合，热结于胸中者。[The main pulse is floating, the guest pulse is flood, the floating flood is consistent, and the heat is accumulated in the chest.(Machine translation.)]",《云歧子脉诀》。
HVP2290,连翘汤,黄芩1钱5分，黄连1钱5分，当归1钱5分，赤芍1钱5分，连翘1钱，天花粉7分，玄参7分，枳壳5分。,,一切牙痛。[All toothache.(Machine translation.)],《外科大成》卷三。
HVP2291,连翘汤,大黄1钱，连翘7分，射干7分，升麻7分，独活7分，桑寄生7分，沉香7分，木香7分，藿香7分，丁香7分，甘草7分，麝香3分。,,"妒乳，引热坚结肿痛，手不可近，大渴引饮者。[Envy milk, heat firm knot swelling pain, hand not near, thirsty drink.(Machine translation.)]",《杂病源流犀烛》卷二十七。
HVP2292,白龙丸,滑石2两（研碎，水飞过，焙干）。,,伤寒。[Typhoid fever.(Machine translation.)],《医方类聚》卷六十二引《经验秘方》。
HVP2293,保胎丸,淮山药4两（炒），杜仲3两（盐水炒），续断2两（酒炒）。,,胎欲堕落，惯小产者。[The fetus wants to degenerate and is used to miscarriage.(Machine translation.)],《达生编》卷下。
HVP2294,石斛露,石斛。,,"温热痧痘之后，津液伤残，虚火内炽，及真阴素亏，胃热不清者。[After the treatment, the body fluid is disabled, the deficiency fire is blazing, the true Yin element is deficient, and the stomach heat is not clear.(Machine translation.)]",《中国医学大辞典》。功效:养胃阴，平胃逆，除虚热，安神志。
HVP2295,夹纸膏,樟脑3钱，铜绿1钱。,,臁疮。[A sore.(Machine translation.)],《验方新编》卷八。
HVP2296,乌金丸,皂荚2两（烧灰，细锉），石膏2两（细研，水飞过）。,,偏头痛。[migraine.(Machine translation.)],《圣惠》卷四十。
HVP2297,乌金丸,巴豆21枚（去皮），大枣（青州者）21枚（去核）。,,赤白痢。[Red and white dysentery.(Machine translation.)],《圣济总录》(人卫本)卷七十六。功效:止泻。
HVP2298,大蒜膏,大蒜3枚（捣烂），麝香（研）半钱匕。,,瘰疬结聚不散，硬如石。[It is hard as stone.(Machine translation.)],《圣济总录》卷一二六。
HVP2299,代参膏,于术10斤（白米泔水浸3昼夜，洗净浮皮，蒸晒10次，有脂沾手为度）。,,No Data.[无数据],《本草纲目拾遗》卷三引《杨春涯验方》。功效:补益。
HVP2300,夺命散,白扁豆（生，去皮）。,,胎死腹中危甚。[Fetal death is very dangerous.(Machine translation.)],《普济方》卷三五七。
HVP2301,桃花散,石膏5钱，川贝母5钱，朱砂1钱。,,"气喘痰呜，烦渴喜饮，惊恐不宁，肺热咳嗽，痰壅气促，内热喘息。[Wheezing, expectoration, thirst, anxiety, lung heat, cough, phlegm, shortness of breath, internal heat, wheezing.(Machine translation.)]",《全国中药成药处方集》（沈阳方）。功效:清肺镇惊，化痰止咳。
HVP2302,桃花散,黄柏1钱，青黛2钱，肉桂1钱，冰片2分。,,"口破色淡，白斑细点，不渴。[Mouth broken color light, white spots fine, not thirsty.(Machine translation.)]",《嵩屋尊生》卷六。
HVP2303,桃花散,滑石5钱，龙骨2钱，白及1钱，赤石脂1两。,,"痘后疮成毒。[After pox, the sore becomes toxic.(Machine translation.)]",《惠直堂方》卷四。
HVP2304,导赤丸,连翘120g，黄连60g，栀子（姜炒）120g，木通60g，玄参120g，天花粉120g，赤芍60g，大黄60g，黄芩120g，滑石120g。,,"口舌生疮，咽喉疼痛，心胸烦热，小便短赤，大便秘结。[Sore mouth and tongue, sore throat, hot heart, short red urine, constipation.(Machine translation.)]",《中国药典》。功效:清热泻火，利尿通便。
HVP2305,四味土木香散,土木香200g，苦参（去粗皮）200g，珍珠杆（去粗皮心）100g，山奈50g。,,"瘟病初期，发冷发热，头痛咳嗽，咽喉肿痛，胸胁作痛。[In the early stage of the disease, there were chills, fever, headache, cough, sore throat and chest pain.(Machine translation.)]",《中国药典》。功效:清瘟解表。
HVP2306,健步丸,黄柏（盐炒）40g，知母（盐炒）20g，熟地黄20g，当归10g，白芍（酒炒）15g，牛膝35g，豹骨（制）10g，龟版（制）40g，陈皮（盐炒）7.5g，干姜5g，锁阳10g，羊肉320g。,,"肝肾不足，腰膝酸软，下肢痿弱，步履艰难。[Liver and kidney deficiency, waist and knee soreness, lower limb flaccidity weak, walking difficult.(Machine translation.)]",《中国药典》。功效:补肝肾，强筋骨。
HVP2307,清喉咽合剂,地黄180g，麦冬160g，玄参260g，连翘315g，黄芩315g。,,"局限性的咽白喉，轻度中毒型白喉，急性扁桃体炎，咽峡炎。[Limited pharyngeal diphtheria, mild toxic diphtheria, acute tonsillitis, angina.(Machine translation.)]",《中国药典》一部。功效:养阴，清咽，解毒。
HVP2308,六味木香散,木香200g，栀子150g，石榴100g，闹羊花100g，豆蔻70g，荜茇70g。,,"胃痛、腹痛，嗳气呕吐。[Stomachache, abdominal pain, belching and vomiting.(Machine translation.)]",《中国药典》一部。功效:开郁行气，止痛。
HVP2309,三味蒺藜散,蒺藜250g，冬葵果150g，方海150g。,,"湿热下注，小便热痛。[Hot and humid, hot and painful urination.(Machine translation.)]",《中国药典》一部。功效:清湿热，利尿。
HVP2310,九味石灰华散,石灰华100g，红花80g，牛黄4g，红景天80g，榜嘎100g，甘草（去皮）80g，高山辣根菜80g，檀香100g，洪连100g。,,"小儿肺炎。高热烦躁，咳嗽。[Pneumonia in children. High fever, irritability, cough.(Machine translation.)]",《中国药典》一部。功效:清热，解毒，止咳，安神。
HVP2311,天王补心丸,丹参25g，当归50g，石菖蒲25g，党参25g，茯苓25g，五味子50g，麦冬50g，天冬50g，地黄200g，玄参25g，远志（制）25g，酸枣仁（炒）50g，柏子仁50g，桔梗25g，甘草25g，朱砂10g。,,"心阴不足，心悸健忘，失眠多梦，大便干燥。[Heart Yin deficiency, palpitation, forgetfulness, insomnia and dreaminess, dry stool.(Machine translation.)]",《中国药典》一部。功效:滋阴养血，补心安神。
HVP2312,痧药,丁香21g，苍术110g，天麻126g，麻黄126g，大黄210g，甘草84g，冰片0.5g，麝香10.5g，蟾酥（制）63g，雄黄126g，朱砂126g。,,"夏季食凉饮冷，猝然闷乱烦躁，腹痛吐泻，牙关紧闭，四肢逆冷。[In summer, cold food and cold drink, sudden depression, dysphoria, abdominal pain, vomiting and diarrhea, closed teeth, cold limbs.(Machine translation.)]",《中国药典》一部。功效:祛暑解毒，辟秽开窍。
HVP2313,通关散,猪牙皂500g，鹅不食草250g，细辛250g。,,"突然气闭昏厥，牙关紧闭，不省人事。[Suddenly the breath closes faints, the tooth closes tightly, unconscious.(Machine translation.)]",《中国药典》一部。功效:通关开窍。
HVP2314,通关散,白僵蚕（炒）半两，羌活1分，麝香半钱。,,"风邪客于脾经，上入关机，失音不能言；或关格不通，精神昏愦失忘。[Wind evil guest in the spleen, into the power off, aphasia can not speak; Or pass the grid barrier, the spirit of the loss of forgetfulness.(Machine translation.)]",《普济方》卷九十二引《全生指迷方》。
HVP2315,通关散,硼砂1钱，胆矾2钱。,,"乳蛾，及喉内一切热毒。[Milk moth, and all the heat poison in the throat.(Machine translation.)]",年氏《集验良方》卷四。
HVP2316,导赤片,大黄270两，滑石粉72两，茯苓（去皮）72两，生地黄144两，栀子216两，木通72两。,,"由于内热火盛引起的口舌生疮，咽喉肿痛，暴发火眼，两腮肿痛，大便不通，小便赤黄等症。[Due to the internal heat and fire caused by sore mouth and tongue, sore throat, burning eye, two cheek swelling and pain, constipation, urine red yellow and other diseases.(Machine translation.)]",《中药制剂手册》。
HVP2317,安神丸,辰砂5分，当归5钱。,,怔忡。[He was stunned.(Machine translation.)],《仙拈集》卷二。
HVP2318,安神丸,茯苓2两，茯神2两，白术2两，甘草5钱，山药2两，寒水石2两，朱砂8钱。,,惊恐。[terrified.(Machine translation.)],《何氏济生论》卷五。
HVP2319,牛黄消炎丸,牛黄5两，蟾酥3两，雄黄10两，珍珠母10两，青黛4两，天花粉10两，大黄10两。,,"热毒引起的咽喉肿痛、痈疮、疔疮、热疖及一切无名肿毒。[Throat swelling and pain, carbuncle sores, sores, heat boils and all nameless swelling and toxin caused by heat toxin.(Machine translation.)]",《中药制剂手册》。功效:清热、消肿、解毒。
HVP2320,白带片,白术（土炒）15两，车前子10两，泽泻10两，椿根皮10两，茯苓10两。,,"由于脾虚、湿热下注引起的白浊、带下及崩漏。[Due to spleen deficiency, dampness and heat caused by the injection of turbidity, band and metrorrhagia.(Machine translation.)]",《中药制剂手册》。功效:补脾燥湿。
HVP2321,痧气丹,天麻3两6钱，苍术（米泔水制）3两，麻黄3两6钱，大黄6两，甘草4两4钱，丁香6钱，麝香3钱，朱砂3两6钱，雄黄3两6钱，蟾酥（制）9钱。,,"暑月贪凉饮冷，食物不慎引起腹痛，霍乱吐泻，牙关紧闭，四肢逆冷。[In the summer months, people are greedy for cool and drink cold, food carelessly causes abdominal pain, cholera vomiting and diarrhea, teeth are closed, and limbs are cold.(Machine translation.)]",《中药制剂手册》引《济世养生集》。功效:祛暑辟秽，开窍解毒。
HVP2322,腰痛酒,杜仲5钱，破故纸3钱，苍术3钱，鹿角霜3钱。,,风湿腰痛，远年腰痛。[Rheumatic low back pain.(Machine translation.)],《中药制剂汇编》。功效:温肾散寒，除风利湿。
HVP2323,青黛散,青黛半两。,,"小儿斑疮，及疹豆疮，心神烦躁，睡卧不安。[Children spot sore, and rash bean sore, restless, restless sleep.(Machine translation.)]",《圣惠》卷八十四。
HVP2324,青黛散,青黛、薄荷、木鳖子（煅，去皮）、冰片。,,脓耳肿痛初起。[Purulent ear swelling and pain began.(Machine translation.)],《外科集腋》卷二。
HVP2325,麻黄膏,麻黄。,,"中风不省人事，卒然倒地。[Stroke unconscious, suddenly fell to the ground.(Machine translation.)]",《普济方》卷九十一引《宣明论》。
HVP2326,当归养血丸,当归2两，牡丹皮2两，赤芍药2两，延胡索（炒）2两，肉桂1两。,,"产后恶血不散，发歇疼痛，及恶露不快，脐腹坚胀，兼室女经候不匀，赤白带下，心腹腰脚疼痛。[Postpartum dysmenorrhea does not disperse, intermittent pain, and lochia is not fast, umbilical and abdominal distension, and the menstrual syndrome is uneven, red and white belt, heart, waist and foot pain.(Machine translation.)]",《局方》卷九（续添诸局经验秘方）。
HVP2327,保金丸,麻黄8两，制半夏4两，川贝母4两，白术4两，茯苓4两。,,"痰饮咳嗽，气逆哮喘。[Phlegm cough, Qi inverse asthma.(Machine translation.)]",《中药成方配本》（苏州方）。功效:肃肺定喘。
HVP2328,玉楂冲剂,玉竹、山楂。,,"冠心病心绞痛，高甘油三脂血症。[Coronary heart disease, angina pectoris, hypertriglyceridemia.(Machine translation.)]",《中药知识手册》。功效:降低甘油三脂。
HVP2329,破棺丹,大黄2两（半生半熟），芒消1两，甘草1两。,,"诸热疮肿，疮气入腹，谵语发狂。 疮肿，一切风热。危者。汗多大渴，便秘，谵语或发狂，结阳之证。[All the heat sores are swollen, the sores gas enters the abdomen, delirium language is frenzied. Sore swelling, all wind heat. Those in danger. Sweating, thirst, constipation, delirium or mania, and Yang accumulation.(Machine translation.)]",《卫生宝鉴》卷十三。
HVP2330,鬼哭丹,川乌14个（生），朱砂1两，乳香1分。,,"腹中诸痛，气血凝滞，饮食未消，阴阳痞隔，寒热相乘，抟而为痛。[Abdominal pain, stagnation of Qi and blood, diet does not disappear, yin and Yang ruffian separation, cold and heat multiply, knead and pain.(Machine translation.)]",《中藏经》卷下。
HVP2331,三生散,草乌7个，厚朴1尺，甘草3寸（并生用）。,,"卒死，阴盛四逆，吐泻不止。[Death, Yin Sheng four adverse, more than vomiting and diarrhea.(Machine translation.)]",《中藏经》卷下。
HVP2332,灵乌丹,川乌1斤（河水浸7日。换水浸，去皮尖，切片，干之），牛膝2两（酒浸，焙），何首乌4两（制如川乌法）。,,"一切冷疾疼痛，麻痹风气。[All cold, pain, paralysis.(Machine translation.)]",《中藏经》卷下。
HVP2333,麝香丸,麝香1分，乳香1分，巴豆14粒（去皮）。,,一切气漏疮。[All air leaks.(Machine translation.)],《中藏经》卷下。
HVP2334,麝香丸,麝香半两（细研），鹿茸2两（去毛涂酥，炙令微黄）。,,"久患冷痢及休息气痢，脾胃冷极，大肠滑泄，下肠垢不绝。[Long suffering from cold dysentery and rest gas dysentery, spleen and stomach cold extremely, large intestine slide discharge, intestinal dirt.(Machine translation.)]",《圣惠》卷五十九。
HVP2335,麝香丸,麝香1分，人中白1分。,,"小儿疳。常渴，饮冷水不休。[Infantile malnutrition. Often thirsty, drink cold water endlessly.(Machine translation.)]",《圣惠》卷八十七。
HVP2336,麝香丸,麝香2（1）钱（细研），丁香1分，杏仁1分（汤浸，去皮尖、双仁、麸炒研入）。,,小儿吐乳。[Children vomit milk.(Machine translation.)],《圣惠》卷八十二。
HVP2337,麝香丸,麝香1钱（研），甘遂（炒）半两，芫花（醋炒）半两，人参1两。,,"水气，大腹肿。[Water vapor, abdominal swelling.(Machine translation.)]",《圣济总录》卷七十九。
HVP2338,涩精金锁丹,韭子1斤（酒浸3宿，滤出焙干，杵为末）。,,No Data.[无数据],《中藏经》卷下。功效:涩精。
HVP2339,理气宽肠汤,当归5钱，桃仁2钱，青皮2钱，陈皮2钱，乌药3钱。,,痞结型、瘀结型肠梗阻。[Intestinal obstruction of distension type and stasis type.(Machine translation.)],《中西医结合治疗急腹症》。功效:通络活血，顺气宽肠。
HVP2340,阑尾炎合剂,金银花30g，蒲公英30g，败酱草30g，连翘30g，白花蛇舌草30g，冬瓜仁30g，赤芍15g，大黄（后下）15g，桃仁15g，川楝子15g，木香15g。,,"急性阑尾炎，瘀滞期、蕴热期、毒热期，高热，腹痛，右下腹压痛明显，大便秘结，舌红苔黄，脉洪大滑数，白细胞增高。[Acute appendicitis, stasis phase, heat accumulation phase, toxic heat phase, high fever, abdominal pain, right lower abdominal tenderness, constipation, red tongue and yellow fur, large pulse, high number of white blood cells.(Machine translation.)]",《中西医结合治疗急腹症资料选编》。功效:清热解毒，破瘀行滞。
